"","X1","State","total","total standard error","white","white standard error","black","black standard error","hispanic","hispanic standard error","asian","asian standard error","two or more race","two or more race standard error"
"1",1,"United States",88.6,0.04,93.3,0.03,"87.3",0.1,70.5,0.1,"87.9",0.12,91.9,0.18
