"","X1","State","total","total standard error","white","white standard error","black","black standard error","hispanic","hispanic standard error","asian","asian standard error","two or more race","two or more race standard error"
"1",1,"United States",33.2,0.07,36.9,0.07,"22.7",0.12,17.6,0.12,"55.9",0.21,36.3,0.34
